"balance","address"
"1.087654694950600514","0x85eAf7593cB72C5C4e04335A7719A90937b09a98"
"1.588435007707108342","0x4137f7074001699D37dD8c3d97bED552A1B8c596"
"0.177736319991339578","0x8C19579156F5d92cAA384cb026f7741C18bfd8D9"
"0.145652924983959182","0xFc3a66d01c2354877c7a3aa71709c0Bd9f1A4ED6"
"0.77836614749431888","0x6c1b976a82856107Ed5Ec2B057f199f0266AE6e5"
"1.561564814996423454","0x3e38f5b94eae09a793DAFf4f746fd818091bEffe"
"1.551792087723990013","0xd89d23bd2fb3525eabf161F9012E4041B953a9Ce"
"1.497991424992312328","0x00fFF05997eE97076FBC471E52d6052530722968"
"1.029196397497300578","0x01f186e57C017f61DD5E303bc97574318ae1aC19"
"1.52079746556835996","0x0b02FEaB621E0EDcCf70a535965282DaB022d429"
"0.28185782578680322","0x01EcF7BC2AF0a56750dCe9F2a6161353c75F8325"
"0.290039610906002757","0xc8555E7ba163e26556cD2B88c8180aeC696c36Ec"
"0.290991624315137353","0xc65131f0D08e82d8b6c284a2D1506DC6e597100B"
"0.290082533406157278","0xB6F76f3B401256f1b0C0e04392c83761eC455a0d"
"0.26046829749207893","0x362A0c9fD2504fD8B697B29ddB1c549bFcF31D1F"
"0.279153647496961965","0x211fA0966Af6423B04a21D6062390C56e54dF503"
"0.3018775877240859","0xDD9f3fCd9c037CEF7f1cA39317eE14385BEA4D84"
"0.290082533405987341","0x8399a330605e2D3BB749Fd7473717C23332FD791"
"0.279196397496779961","0xDB6f0Cda4b6a6181851eBff86dc6792bf692453e"
"0.540000085214576176","0x506a5Fe1830b1D244A976acA02AFd3F2621A4FF8"
"0.541673442496953624","0x0F6D12221C87dA297a866145FfbB140a981DE38B"
"0.497991424992083772","0x5569CB68196Fc34DEDc2BEfEc6C890c146DA2ddf"
"0.540991451814949664","0xb2D49d6A8c72c954dd53beD88a9d938C4839D5f4"
"0.540991624315277705","0x59550a3d2F487Ec14bDf49FbFEBF416aD5f485d0"
"0.54008253340585938","0x2b01EeA31642D6D8A985a743BA8Ac7B2D2c49978"
"0.540043007714680736","0xaF892Fc36fB97eC95a3107Db43223f1B99aDF9C2"
"0.540991451815324369","0xF57293A34a5712eAf85108464957B61980b181c2"
"0.540991624315202937","0x3De45CC2336f1D2c5b5B4F23722068482bb23e02"
"0.24167344249720548","0xcB78D42F511A281079E1b1A5B42302C6D4aFFd51"
"0.241673442497086353","0x943544f28DBf349D0329d541B8D4c6f372759651"
"0.179196397497362888","0x5482bBD83762Fdaed70DFb3E74329Ccf0A839d15"
"0.210059405905862106","0xB68A2C2fF41E7DfA2Dfd9445E9C1195713E0091a"
"0.190082533405892172","0x3fEBBDfC3bA237fB775046C17F5cEbA7FcbE105e"
"0.191673442497044727","0x8Ff82f4C80d34eD955aF2100f4DD457E96d5e235"
"0.190991451815408321","0xD7aFcd3b5f148cC5Cddf8c15e306E66D7516d724"
"0.190991624315215395","0x718E06f53492d95beBdE85c3cF56d1686Bbb2966"
"0.179153819996696556","0xd85257b1b3a39E13663Fa42Cd04F28db7FE7875e"
"0.540082533405808123","0x21fc28389f9A97771344f46B6576eE34F7992824"
"0.521011388068818024","0xACB6d84804D4f9DFf3Fd25405135a7D77d2B2F29"
"0.540082533405665835","0xa24E16b52c2E0E7F2AAA80f7b28dcBD4ea8FfC5D"
"0.508837172709726366","0xD68C9E7a9C3D99aB8A151ddf9297671F3F8773F1"
"0.997991252491625033","0x64f27ea0F760dE44aFB89bA4Ef4F6B498185e365"
"0.508877388400353566","0x90378494ea9c0169B0FEbfAA4Dd68651b47948DB"
"0.540082533405708258","0x7B2497bE787D54C77d4Dabb796d596A52961C26F"
"0.540042835214486637","0x75237cB74A085493c695DBEcCee079b70EAb378c"
"0.497991252491420642","0x540394880Be43c52E7d77cF041dc3559FF88B7C7"
"0.147990734991143972","0x2Af49b0FB4b1628F5b19bac52B2C8A500Ce5241d"
"0.158877388400310652","0xb885D12dDa7b8d82C134bCd61b8732ad1Cb25B11"
"0.160467607490852707","0xFd38925463f2344a0e81ac5ed932549613D7fbB9"
"0.179153647497032541","0x1FC8C3e8A1Be682CE16E70981A9e56E7f74EA8b5"
"0.181857825785293581","0xC6655f82cDf1804C1704F101000Be88D70C17fb6"
"0.160468297490671237","0x20B1fa30ac5f14d812637f5a52C2ddfE1a77FF45"
"0.201877587724213861","0xd93c7924Be1d4d31FA3e38CA4B858A92e535F0b2"
"0.201877587724213861","0x4100d9aaBe516F18bBf071d07C68581557A0C466"
"0.179196397496979068","0x1DA6d010198fDC1390af6A1B92eaa72e510f966f"
"0.540082533405846989","0x120EaD6a282673261892CBE6d00aD744B660F5fE"
"0.540082533405846989","0x0CFfA52E2A74b17037bd5DAfAFb1a3dd84B89D26"
