"action","address","fee"
"REQUEST_VOTE","0x0b65DC8f8492ea4d38BE5c5F8fd3BA8Fbe5BB8D7","0.000231440000740608"
"VOTE","0x0b65DC8f8492ea4d38BE5c5F8fd3BA8Fbe5BB8D7","0.000142042500454536"
"REQUEST_VOTE","0x3ABfC599E4722c18399db290d0A53DAb4095395A","0.000252537500909135"
"VOTE","0x3ABfC599E4722c18399db290d0A53DAb4095395A","0.000208092500749133"
"REQUEST_VOTE","0x236c9cCdbd77C58f273CACF9198F29bdF1Cd9273","0.000742360002672496"
"VOTE","0x236c9cCdbd77C58f273CACF9198F29bdF1Cd9273","0.000142042500511353"
"REQUEST_VOTE","0x694ED773c6D511F8B7eEb782eE1f392E07485175","0.001077840003880224"
"VOTE","0x694ED773c6D511F8B7eEb782eE1f392E07485175","0.000142042500511353"
"REQUEST_VOTE","0x5431CEd7D99AbB6754D66c13A32d5DB788276A26","0.00039392250157569"
"VOTE","0x5431CEd7D99AbB6754D66c13A32d5DB788276A26","0.00075758000303032"
"REQUEST_VOTE","0xA0080eCe2969AA7906621E2290C92caA143d1748","0.00130946250523785"
"VOTE","0xA0080eCe2969AA7906621E2290C92caA143d1748","0.00040209500160838"
"REQUEST_VOTE","0x8F5EAaA19068b4bBC31953d59837cF6208025741","0.00017786000071144"
"VOTE","0x8F5EAaA19068b4bBC31953d59837cF6208025741","0.00073094500292378"
"WITHDRAW","0x0b02FEaB621E0EDcCf70a535965282DaB022d429","0.00010494000041976"
"WITHDRAW","0x01EcF7BC2AF0a56750dCe9F2a6161353c75F8325","0.00019349250077397"
"WITHDRAW","0xACB6d84804D4f9DFf3Fd25405135a7D77d2B2F29","0.00078106750312427"
"WITHDRAW","0xC6655f82cDf1804C1704F101000Be88D70C17fb6","0.008303482536535323"
"WITHDRAW","0xe623aECbEC9f50213d78904b4c9a81EDB5e0Ee81","0.000476695002097458"
"WITHDRAW","0xaAE6F86202C6b32ED38e9F4C2b064153De732Ba7","0.000919267504044777"
"WITHDRAW","0x0Bd973dBd24e9611cE44452b46b9eD0fc6c287f4","0.00010494000041976"
"WITHDRAW","0x0b65DC8f8492ea4d38BE5c5F8fd3BA8Fbe5BB8D7","0.00069031000276124"
"WITHDRAW","0x3ABfC599E4722c18399db290d0A53DAb4095395A","0.00010494000041976"
"WITHDRAW","0x236c9cCdbd77C58f273CACF9198F29bdF1Cd9273","0.00010494000041976"
"WITHDRAW","0x694ED773c6D511F8B7eEb782eE1f392E07485175","0.00010494000041976"
"WITHDRAW","0x5431CEd7D99AbB6754D66c13A32d5DB788276A26","0.00115850500463402"
"WITHDRAW","0x8F5EAaA19068b4bBC31953d59837cF6208025741","0.00010494000041976"
"REQUEST_VOTE","0x8C19579156F5d92cAA384cb026f7741C18bfd8D9","0.000177860000782584"
"VOTE","0x8C19579156F5d92cAA384cb026f7741C18bfd8D9","0.000273147501201849"
"REQUEST_VOTE","0x6c1b976a82856107Ed5Ec2B057f199f0266AE6e5","0.000266382501172083"
"VOTE","0x6c1b976a82856107Ed5Ec2B057f199f0266AE6e5","0.000230397501013749"
"REQUEST_VOTE","0x3e38f5b94eae09a793DAFf4f746fd818091bEffe","0.000266382501172083"
"VOTE","0x3e38f5b94eae09a793DAFf4f746fd818091bEffe","0.000273315001202586"
"REQUEST_VOTE","0x01f186e57C017f61DD5E303bc97574318ae1aC19","0.000266382501278636"
"VOTE","0x01f186e57C017f61DD5E303bc97574318ae1aC19","0.001127857504962573"
"REQUEST_VOTE","0x211fA0966Af6423B04a21D6062390C56e54dF503","0.0003073750012295"
"VOTE","0x211fA0966Af6423B04a21D6062390C56e54dF503","0.00014187500051075"
"REQUEST_VOTE","0xDB6f0Cda4b6a6181851eBff86dc6792bf692453e","0.000582907501865304"
"VOTE","0xDB6f0Cda4b6a6181851eBff86dc6792bf692453e","0.000826232502643944"
"REQUEST_VOTE","0x506a5Fe1830b1D244A976acA02AFd3F2621A4FF8","0.000177860000569152"
"VOTE","0x506a5Fe1830b1D244A976acA02AFd3F2621A4FF8","0.000618492501979176"
"REQUEST_VOTE","0x0F6D12221C87dA297a866145FfbB140a981DE38B","0.000177860000569152"
"VOTE","0x0F6D12221C87dA297a866145FfbB140a981DE38B","0.000721267502308056"
"REQUEST_VOTE","0xaF892Fc36fB97eC95a3107Db43223f1B99aDF9C2","0.000177860000569152"
"VOTE","0xaF892Fc36fB97eC95a3107Db43223f1B99aDF9C2","0.000141875000454"
"REQUEST_VOTE","0xcB78D42F511A281079E1b1A5B42302C6D4aFFd51","0.000177860000569152"
"VOTE","0xcB78D42F511A281079E1b1A5B42302C6D4aFFd51","0.000141875000454"
"REQUEST_VOTE","0x5482bBD83762Fdaed70DFb3E74329Ccf0A839d15","0.000177860000569152"
"VOTE","0x5482bBD83762Fdaed70DFb3E74329Ccf0A839d15","0.000141875000454"
"REQUEST_VOTE","0xB68A2C2fF41E7DfA2Dfd9445E9C1195713E0091a","0.000177860000569152"
"VOTE","0xB68A2C2fF41E7DfA2Dfd9445E9C1195713E0091a","0.000142042500454536"
"REQUEST_VOTE","0x8Ff82f4C80d34eD955aF2100f4DD457E96d5e235","0.000778615002491568"
"VOTE","0x8Ff82f4C80d34eD955aF2100f4DD457E96d5e235","0.000141875000454"
"REQUEST_VOTE","0x21fc28389f9A97771344f46B6576eE34F7992824","0.001717452505495848"
"VOTE","0x21fc28389f9A97771344f46B6576eE34F7992824","0.000141875000454"
"REQUEST_VOTE","0xa24E16b52c2E0E7F2AAA80f7b28dcBD4ea8FfC5D","0.015425857555533087"
"VOTE","0xa24E16b52c2E0E7F2AAA80f7b28dcBD4ea8FfC5D","0.00094355500377422"
"REQUEST_VOTE","0x7B2497bE787D54C77d4Dabb796d596A52961C26F","0.00017786000071144"
"VOTE","0x7B2497bE787D54C77d4Dabb796d596A52961C26F","0.0001418750005675"
"REQUEST_VOTE","0x75237cB74A085493c695DBEcCee079b70EAb378c","0.00222207750888831"
"VOTE","0x75237cB74A085493c695DBEcCee079b70EAb378c","0.000142047500625009"
"REQUEST_VOTE","0x1FC8C3e8A1Be682CE16E70981A9e56E7f74EA8b5","0.000177860000782584"
"VOTE","0x1FC8C3e8A1Be682CE16E70981A9e56E7f74EA8b5","0.000142047500625009"
"REQUEST_VOTE","0x120EaD6a282673261892CBE6d00aD744B660F5fE","0.000177860000782584"
"VOTE","0x120EaD6a282673261892CBE6d00aD744B660F5fE","0.001933665008508126"
"REQUEST_VOTE","0x0CFfA52E2A74b17037bd5DAfAFb1a3dd84B89D26","0.000979510004309844"
"VOTE","0x0CFfA52E2A74b17037bd5DAfAFb1a3dd84B89D26","0.0016550625079443"
"REQUEST_VOTE","0x8700925a5d46f77494d5cF7c6B7EE5F8Ce01CEE5","0.010652372551131388"
"VOTE","0x8700925a5d46f77494d5cF7c6B7EE5F8Ce01CEE5","0.000608632502921436"
"REQUEST_VOTE","0xEf8c40f183266E223093110466a882E319eAE9c9","0.000966267504638084"
"VOTE","0xEf8c40f183266E223093110466a882E319eAE9c9","0.001138155005463144"
"REQUEST_VOTE","0x08d5df68Ad4eE18FA76ed44897ADeb9f870E55c4","0.043575582709162796"
"VOTE","0x08d5df68Ad4eE18FA76ed44897ADeb9f870E55c4","0.0001418750007945"
"REQUEST_VOTE","0x65cFD7021Cd6B5709BfF9746746C89EcD15Cfa5b","0.000177860000996016"
"VOTE","0x65cFD7021Cd6B5709BfF9746746C89EcD15Cfa5b","0.001692280010830592"
"REQUEST_VOTE","0xE76a325AF2cBC0C7E18b42b2ECC44B4e7bbD34C4","0.00017786000106716"
"VOTE","0xE76a325AF2cBC0C7E18b42b2ECC44B4e7bbD34C4","0.000343192502059155"
"REQUEST_VOTE","0x20E08e5cf4d3D257C5D5B45D61B66e8c2e2B84b7","0.000177860001138304"
"VOTE","0x20E08e5cf4d3D257C5D5B45D61B66e8c2e2B84b7","0.000142047500965923"
"REQUEST_VOTE","0xD16cff8a9768e6Bc3A3826B306c8d8a50D3a8E34","0.000177860001351736"
"VOTE","0xD16cff8a9768e6Bc3A3826B306c8d8a50D3a8E34","0.04413027533539009"
"REQUEST_VOTE","0x41E26AA97Ef2909c4526C9d0D7f885AC39B72aC8","0.02246945020671894"
"VOTE","0x41E26AA97Ef2909c4526C9d0D7f885AC39B72aC8","0.043269057898075329"
"REQUEST_VOTE","0x0B212105400B1A7cfa910a16db4Eed7226Bdf2a4","0.0001778600017786"
"VOTE","0x0B212105400B1A7cfa910a16db4Eed7226Bdf2a4","0.00107753751206842"
"WITHDRAW","0x8C19579156F5d92cAA384cb026f7741C18bfd8D9","0.000917015011370986"
"WITHDRAW","0x6c1b976a82856107Ed5Ec2B057f199f0266AE6e5","0.000278617503900645"
"WITHDRAW","0x3e38f5b94eae09a793DAFf4f746fd818091bEffe","0.000102595001477368"
"WITHDRAW","0x01f186e57C017f61DD5E303bc97574318ae1aC19","0.000530095008269482"
"WITHDRAW","0x211fA0966Af6423B04a21D6062390C56e54dF503","0.017050277745523996"
"WITHDRAW","0xDB6f0Cda4b6a6181851eBff86dc6792bf692453e","0.006002882591243814"
"WITHDRAW","0x506a5Fe1830b1D244A976acA02AFd3F2621A4FF8","0.001414232520364948"
"WITHDRAW","0x0F6D12221C87dA297a866145FfbB140a981DE38B","0.00010259500143633"
"WITHDRAW","0xaF892Fc36fB97eC95a3107Db43223f1B99aDF9C2","0.044428258086452999"
"WITHDRAW","0xcB78D42F511A281079E1b1A5B42302C6D4aFFd51","0.000102595001354254"
"WITHDRAW","0x5482bBD83762Fdaed70DFb3E74329Ccf0A839d15","0.000102595001477368"
"WITHDRAW","0xB68A2C2fF41E7DfA2Dfd9445E9C1195713E0091a","0.000102595001600482"
"WITHDRAW","0x8Ff82f4C80d34eD955aF2100f4DD457E96d5e235","0.043229605587922628"
"WITHDRAW","0x21fc28389f9A97771344f46B6576eE34F7992824","0.000102595001518406"
"WITHDRAW","0xa24E16b52c2E0E7F2AAA80f7b28dcBD4ea8FfC5D","0.000102595001764634"
"WITHDRAW","0x7B2497bE787D54C77d4Dabb796d596A52961C26F","0.000102595001395292"
"WITHDRAW","0x75237cB74A085493c695DBEcCee079b70EAb378c","0.04335767550294903"
"WITHDRAW","0x1FC8C3e8A1Be682CE16E70981A9e56E7f74EA8b5","0.00110410501324926"
"WITHDRAW","0x120EaD6a282673261892CBE6d00aD744B660F5fE","0.014896390160881012"
"WITHDRAW","0x0CFfA52E2A74b17037bd5DAfAFb1a3dd84B89D26","0.000102595001108026"
"WITHDRAW","0x8700925a5d46f77494d5cF7c6B7EE5F8Ce01CEE5","0.000102595001190102"
"WITHDRAW","0xEf8c40f183266E223093110466a882E319eAE9c9","0.001407115017448226"
"WITHDRAW","0x08d5df68Ad4eE18FA76ed44897ADeb9f870E55c4","0.00017447500188433"
"WITHDRAW","0x65cFD7021Cd6B5709BfF9746746C89EcD15Cfa5b","0.000102595001149064"
"WITHDRAW","0xE76a325AF2cBC0C7E18b42b2ECC44B4e7bbD34C4","0.000102595001190102"
"WITHDRAW","0x20E08e5cf4d3D257C5D5B45D61B66e8c2e2B84b7","0.000102595001108026"
"WITHDRAW","0xD16cff8a9768e6Bc3A3826B306c8d8a50D3a8E34","0.000232110002135412"
"WITHDRAW","0x41E26AA97Ef2909c4526C9d0D7f885AC39B72aC8","0.000102595000779722"
"WITHDRAW","0x0B212105400B1A7cfa910a16db4Eed7226Bdf2a4","0.00010259500061557"
"REQUEST_VOTE","0x4137f7074001699D37dD8c3d97bED552A1B8c596","0.000177860000640296"
"VOTE","0x4137f7074001699D37dD8c3d97bED552A1B8c596","0.0001846250005908"
"REQUEST_VOTE","0xd89d23bd2fb3525eabf161F9012E4041B953a9Ce","0.000177860000569152"
"VOTE","0xd89d23bd2fb3525eabf161F9012E4041B953a9Ce","0.000243465000779088"
"REQUEST_VOTE","0xc8555E7ba163e26556cD2B88c8180aeC696c36Ec","0.000828140002650048"
"VOTE","0xc8555E7ba163e26556cD2B88c8180aeC696c36Ec","0.000184797500591352"
"REQUEST_VOTE","0xc65131f0D08e82d8b6c284a2D1506DC6e597100B","0.000177860000569152"
"VOTE","0xc65131f0D08e82d8b6c284a2D1506DC6e597100B","0.000142042500454536"
"REQUEST_VOTE","0xB6F76f3B401256f1b0C0e04392c83761eC455a0d","0.000177860000569152"
"VOTE","0xB6F76f3B401256f1b0C0e04392c83761eC455a0d","0.000402095001286704"
"REQUEST_VOTE","0xDD9f3fCd9c037CEF7f1cA39317eE14385BEA4D84","0.000177860000569152"
"VOTE","0xDD9f3fCd9c037CEF7f1cA39317eE14385BEA4D84","0.000142042500454536"
"REQUEST_VOTE","0x8399a330605e2D3BB749Fd7473717C23332FD791","0.000177860000569152"
"VOTE","0x8399a330605e2D3BB749Fd7473717C23332FD791","0.000141875000454"
"REQUEST_VOTE","0xb2D49d6A8c72c954dd53beD88a9d938C4839D5f4","0.000177860000569152"
"VOTE","0xb2D49d6A8c72c954dd53beD88a9d938C4839D5f4","0.000216495000692784"
"REQUEST_VOTE","0x59550a3d2F487Ec14bDf49FbFEBF416aD5f485d0","0.000177860000569152"
"VOTE","0x59550a3d2F487Ec14bDf49FbFEBF416aD5f485d0","0.000230595000737904"
"REQUEST_VOTE","0x2b01EeA31642D6D8A985a743BA8Ac7B2D2c49978","0.001416072504531432"
"VOTE","0x2b01EeA31642D6D8A985a743BA8Ac7B2D2c49978","0.000141875000454"
"REQUEST_VOTE","0xF57293A34a5712eAf85108464957B61980b181c2","0.000527040001686528"
"VOTE","0xF57293A34a5712eAf85108464957B61980b181c2","0.000632235002023152"
"REQUEST_VOTE","0x3De45CC2336f1D2c5b5B4F23722068482bb23e02","0.000537827501721048"
"VOTE","0x3De45CC2336f1D2c5b5B4F23722068482bb23e02","0.000914922503293721"
"REQUEST_VOTE","0x943544f28DBf349D0329d541B8D4c6f372759651","0.000266412500959085"
"VOTE","0x943544f28DBf349D0329d541B8D4c6f372759651","0.000230427500829539"
"REQUEST_VOTE","0x3fEBBDfC3bA237fB775046C17F5cEbA7FcbE105e","0.000266412500959085"
"VOTE","0x3fEBBDfC3bA237fB775046C17F5cEbA7FcbE105e","0.000230427500829539"
"REQUEST_VOTE","0xD7aFcd3b5f148cC5Cddf8c15e306E66D7516d724","0.0170344000681376"
"VOTE","0xD7aFcd3b5f148cC5Cddf8c15e306E66D7516d724","0.000230595001014618"
"REQUEST_VOTE","0x718E06f53492d95beBdE85c3cF56d1686Bbb2966","0.001572987506921145"
"VOTE","0x718E06f53492d95beBdE85c3cF56d1686Bbb2966","0.000230595001014618"
"REQUEST_VOTE","0xd85257b1b3a39E13663Fa42Cd04F28db7FE7875e","0.000942402504146571"
"VOTE","0xd85257b1b3a39E13663Fa42Cd04F28db7FE7875e","0.019163942584321347"
"REQUEST_VOTE","0xd93c7924Be1d4d31FA3e38CA4B858A92e535F0b2","0.00026641250127878"
"VOTE","0xd93c7924Be1d4d31FA3e38CA4B858A92e535F0b2","0.007188585034505208"
"REQUEST_VOTE","0x4100d9aaBe516F18bBf071d07C68581557A0C466","0.000266412501385345"
"VOTE","0x4100d9aaBe516F18bBf071d07C68581557A0C466","0.00227873751276093"
"REQUEST_VOTE","0x1DA6d010198fDC1390af6A1B92eaa72e510f966f","0.00026641250149191"
"VOTE","0x1DA6d010198fDC1390af6A1B92eaa72e510f966f","0.000230427501290394"
"REQUEST_VOTE","0x371c4C69eCeC03Cd9A5A9b26F2fE8DEC4a84ebF9","0.015526805086950108"
"VOTE","0x371c4C69eCeC03Cd9A5A9b26F2fE8DEC4a84ebF9","0.008061537548369225"
"REQUEST_VOTE","0x2A4E023019e7b506A81504Bc44f0BFe9e4d91c50","0.000797357504784145"
"VOTE","0x2A4E023019e7b506A81504Bc44f0BFe9e4d91c50","0.00629167003775002"
"REQUEST_VOTE","0x5c611e4da8734111E0DE2B3c916ae61b9544aeF2","0.012232157573392945"
"VOTE","0x5c611e4da8734111E0DE2B3c916ae61b9544aeF2","0.000779240004987136"
"REQUEST_VOTE","0x275215398d0aBA07054891CA05ecB78ee58A01eD","0.012344755079006432"
"VOTE","0x275215398d0aBA07054891CA05ecB78ee58A01eD","0.012580447585547043"
"REQUEST_VOTE","0xbD870478e212DbA47869292E491bDc8325910031","0.014987045107906724"
"VOTE","0xbD870478e212DbA47869292E491bDc8325910031","0.007529787557226385"
"REQUEST_VOTE","0x70F26ADac2dd31d1c2315c890ADdA93edefe4A74","0.007317105055609998"
"VOTE","0x70F26ADac2dd31d1c2315c890ADdA93edefe4A74","0.00118281750946254"
"REQUEST_VOTE","0xAbE99E4B4859472099020871580367E09A3EE107","0.00420994253367954"
"VOTE","0xAbE99E4B4859472099020871580367E09A3EE107","0.0036151750289214"
"REQUEST_VOTE","0x3Bc39b3BEa5642d987c39F38709c1F328488d781","0.00029512250236098"
"VOTE","0x3Bc39b3BEa5642d987c39F38709c1F328488d781","0.00362986002903888"
"REQUEST_VOTE","0xcdFDC0338276E8025bEE011Cb4DEf5B89adee4EA","0.000177860001351736"
"VOTE","0xcdFDC0338276E8025bEE011Cb4DEf5B89adee4EA","0.000309592502352903"
"WITHDRAW","0x4137f7074001699D37dD8c3d97bED552A1B8c596","0.004240392532226983"
"WITHDRAW","0xB6F76f3B401256f1b0C0e04392c83761eC455a0d","0.000777992505912743"
"WITHDRAW","0x8399a330605e2D3BB749Fd7473717C23332FD791","0.000690095005244722"
"WITHDRAW","0x2b01EeA31642D6D8A985a743BA8Ac7B2D2c49978","0.00037567500270486"
"WITHDRAW","0x943544f28DBf349D0329d541B8D4c6f372759651","0.001155032508316234"
"WITHDRAW","0x3fEBBDfC3bA237fB775046C17F5cEbA7FcbE105e","0.007394435053239932"
"WITHDRAW","0xd85257b1b3a39E13663Fa42Cd04F28db7FE7875e","0.000511402503682098"
"WITHDRAW","0x1DA6d010198fDC1390af6A1B92eaa72e510f966f","0.00010421250075033"
"WITHDRAW","0x371c4C69eCeC03Cd9A5A9b26F2fE8DEC4a84ebF9","0.001531260011025072"
"WITHDRAW","0x2A4E023019e7b506A81504Bc44f0BFe9e4d91c50","0.00010421250075033"
"WITHDRAW","0x5c611e4da8734111E0DE2B3c916ae61b9544aeF2","0.000282905002150078"
"WITHDRAW","0x275215398d0aBA07054891CA05ecB78ee58A01eD","0.00075392500542826"
"WITHDRAW","0xbD870478e212DbA47869292E491bDc8325910031","0.000527877503589567"
"WITHDRAW","0x70F26ADac2dd31d1c2315c890ADdA93edefe4A74","0.000375815002555542"
"WITHDRAW","0xAbE99E4B4859472099020871580367E09A3EE107","0.000637497504079984"
"WITHDRAW","0x3Bc39b3BEa5642d987c39F38709c1F328488d781","0.000834515005674702"
"WITHDRAW","0xcdFDC0338276E8025bEE011Cb4DEf5B89adee4EA","0.000547277503721487"
"REQUEST_VOTE","0xd89d23bd2fb3525eabf161F9012E4041B953a9Ce","0.001440942509798409"
"VOTE","0xd89d23bd2fb3525eabf161F9012E4041B953a9Ce","0.000184792501256589"
"REQUEST_VOTE","0xc8555E7ba163e26556cD2B88c8180aeC696c36Ec","0.000177860001209448"
"VOTE","0xc8555E7ba163e26556cD2B88c8180aeC696c36Ec","0.000142042500795438"
"REQUEST_VOTE","0xB6F76f3B401256f1b0C0e04392c83761eC455a0d","0.004232807518624353"
"VOTE","0xB6F76f3B401256f1b0C0e04392c83761eC455a0d","0.0009835500039342"
"REQUEST_VOTE","0x211fA0966Af6423B04a21D6062390C56e54dF503","0.000177860000640296"
"VOTE","0x211fA0966Af6423B04a21D6062390C56e54dF503","0.000442095001591542"
"REQUEST_VOTE","0xDD9f3fCd9c037CEF7f1cA39317eE14385BEA4D84","0.000177860000640296"
"VOTE","0xDD9f3fCd9c037CEF7f1cA39317eE14385BEA4D84","0.000333390001200204"
"REQUEST_VOTE","0x8399a330605e2D3BB749Fd7473717C23332FD791","0.000579567502086443"
"VOTE","0x8399a330605e2D3BB749Fd7473717C23332FD791","0.000873752503145509"
"REQUEST_VOTE","0xDB6f0Cda4b6a6181851eBff86dc6792bf692453e","0.000830632502990277"
"VOTE","0xDB6f0Cda4b6a6181851eBff86dc6792bf692453e","0.000142047500511371"
"REQUEST_VOTE","0xb2D49d6A8c72c954dd53beD88a9d938C4839D5f4","0.000177860000640296"
"VOTE","0xb2D49d6A8c72c954dd53beD88a9d938C4839D5f4","0.001320582504754097"
"REQUEST_VOTE","0x2b01EeA31642D6D8A985a743BA8Ac7B2D2c49978","0.000177860000640296"
"VOTE","0x2b01EeA31642D6D8A985a743BA8Ac7B2D2c49978","0.000142042500511353"
"REQUEST_VOTE","0xB68A2C2fF41E7DfA2Dfd9445E9C1195713E0091a","0.000177860000640296"
"VOTE","0xB68A2C2fF41E7DfA2Dfd9445E9C1195713E0091a","0.000244615000880614"
"REQUEST_VOTE","0x3fEBBDfC3bA237fB775046C17F5cEbA7FcbE105e","0.000177860000569152"
"VOTE","0x3fEBBDfC3bA237fB775046C17F5cEbA7FcbE105e","0.000142042500454536"
"REQUEST_VOTE","0xd85257b1b3a39E13663Fa42Cd04F28db7FE7875e","0.001304370004173984"
"VOTE","0xd85257b1b3a39E13663Fa42Cd04F28db7FE7875e","0.0001846250005908"
"REQUEST_VOTE","0x21fc28389f9A97771344f46B6576eE34F7992824","0.000381580001221056"
"VOTE","0x21fc28389f9A97771344f46B6576eE34F7992824","0.000142042500454536"
"REQUEST_VOTE","0xa24E16b52c2E0E7F2AAA80f7b28dcBD4ea8FfC5D","0.000177860000569152"
"VOTE","0xa24E16b52c2E0E7F2AAA80f7b28dcBD4ea8FfC5D","0.000142042500454536"
"REQUEST_VOTE","0x64f27ea0F760dE44aFB89bA4Ef4F6B498185e365","0.001032955003305456"
"VOTE","0x64f27ea0F760dE44aFB89bA4Ef4F6B498185e365","0.000142047500454552"
"REQUEST_VOTE","0x90378494ea9c0169B0FEbfAA4Dd68651b47948DB","0.00075813750242604"
"VOTE","0x90378494ea9c0169B0FEbfAA4Dd68651b47948DB","0.000142042500454536"
"REQUEST_VOTE","0x7B2497bE787D54C77d4Dabb796d596A52961C26F","0.000177860000569152"
"VOTE","0x7B2497bE787D54C77d4Dabb796d596A52961C26F","0.000142042500454536"
"REQUEST_VOTE","0xb885D12dDa7b8d82C134bCd61b8732ad1Cb25B11","0.000177860000569152"
"VOTE","0xb885D12dDa7b8d82C134bCd61b8732ad1Cb25B11","0.000413535001323312"
"REQUEST_VOTE","0xd93c7924Be1d4d31FA3e38CA4B858A92e535F0b2","0.0005795000020862"
"VOTE","0xd93c7924Be1d4d31FA3e38CA4B858A92e535F0b2","0.0007639000030556"
"REQUEST_VOTE","0x4100d9aaBe516F18bBf071d07C68581557A0C466","0.00017786000071144"
"VOTE","0x4100d9aaBe516F18bBf071d07C68581557A0C466","0.000142042500624987"
"REQUEST_VOTE","0x1DA6d010198fDC1390af6A1B92eaa72e510f966f","0.000369215001624546"
"VOTE","0x1DA6d010198fDC1390af6A1B92eaa72e510f966f","0.001117545004917198"
"REQUEST_VOTE","0x120EaD6a282673261892CBE6d00aD744B660F5fE","0.001502612506611495"
"VOTE","0x120EaD6a282673261892CBE6d00aD744B660F5fE","0.00174591250838038"
